web-scraper-order,web-scraper-start-url,Title Links,Title Links-href,Title,Name,Project Type,Committee Approval Decision Date,References,Lay Summary
1616688623-34958,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=16&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Using CRIS to investigate prevalence, predictors and consequences of obsessive compulsive symptoms (OCS) and comorbid obsessive compulsive disorder (OCD) in individuals with serious mental illness",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=992,"Using CRIS to investigate prevalence, predictors and consequences of obsessive compulsive symptoms (OCS) and comorbid obsessive compulsive disorder (OCD) in individuals with serious mental illness",Deborah Ahn,Research,10-Oct-16,References :,"Obsessive-compulsive symptoms (OCS) are defined as repetitive, intrusive, and distressful thoughts (obsessions) and repetitive goal-directed rituals (compulsions). This study will investigate prevalence, predictors and consequences of OCS in individuals with severe mental illnesses."
1616688625-34959,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=16&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Smoking and Reduced Life Expectancy In Patients with Mental Illness,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=993,Smoking and Reduced Life Expectancy In Patients with Mental Illness,Edward Chesney,Research,07-Oct-16,References :,The extent to which smoking contributes to the reduced life expectancy in patients with mental illness is unclear. This study will attempt to quantify the average number of years life lost which are due to smoking in patients with different mental illnesses.
1616688998-35106,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=1&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Does blood glucose affect outcome in mental illness?,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1433,Does blood glucose affect outcome in mental illness?,James Stone,Research,05-Dec-19,References :,".Diabetes and high levels of blood glucose have been associated with damage to the lining of the brain (the blood brain barrier). In this study, we will investigate whether people who have increased blood glucose have more admissions to hospital with mental illness."
1616688801-35027,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=9&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The Use Of Antipsychotics in Individuals with Intellectual Disability,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1239,The Use Of Antipsychotics in Individuals with Intellectual Disability,Jesse Masih,Research,23-May-18,References :,"The project will examine the extent of how many people with intellectual disabilities are being prescribed antipsychotics, comparing those with a psychiatric diagnosis and those without."
1616688894-35064,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=5&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"The prevalence, nature and impact of sleep disturbances in young people at clinical high risk of developing psychosis",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1318,"The prevalence, nature and impact of sleep disturbances in young people at clinical high risk of developing psychosis",Stefania Tognin,Research,30-Jan-19,References :,"There is early evidence that suggests that sleep difficulties are common in young people at clinical high-risk of psychosis and that these might affect their health outcomes. This project will aim to characterise (i) the frequency (ii) nature and (iii) overall impact of sleep difficulties on both functional and symptomatic outcome in young people under the care of 'Outreach and Support in South London', an early detection for psychosis team."
1616688652-34970,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=15&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Seizures in patients started on Clozapine within SLAM: incidence and current clinical practice,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1025,Seizures in patients started on Clozapine within SLAM: incidence and current clinical practice,Tim Segal,Research,03-Jan-17,References :,"The purpose of the study is to get an up-to-date estimate of how common seizures are in patients initiated on clozapine medication, and how these seizures are managed."
1616688889-35062,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=5&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Data analysis of the current treatments for treatment resistant depression and major depressive disorder with suicidal ideation/high-risk using CRIS database,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1315,Data analysis of the current treatments for treatment resistant depression and major depressive disorder with suicidal ideation/high-risk using CRIS database,Richard Hayes,Research,10-Jan-19,References :,"This project is a collaboration with Janssen Pharmaceuticals to describe the frequency of treatment-resistant depression (TRD) and depression associated with suicidal ideation/high-risk in mental healthcare, and to describe treatment patterns and characteristics seen in people experiencing these conditions."
1616688345-34848,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=27&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Distinguishing Social Anxiety from Paranoia: Testing the Aetiological Role of Interpretative Biases,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=724,Distinguishing Social Anxiety from Paranoia: Testing the Aetiological Role of Interpretative Biases,Yuanyuan Huo,Research,02-Oct-14,References :,"This study investigates social anxiety and psychosis comorbidity, and the influence of cognitive biases and their outputs on which symptoms predominate."
1616688821-35035,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=8&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"DO PRS (POLYGENIC RISK SCORES) FOR SQUIZOPHRENIA, BIPOLAR DISORDER AND MAJOR DEPRESSION DISTINGUISH AFFECTIVE-PSYCHOSIS DIAGNOSTIC CATEGORIES?",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1255,"DO PRS (POLYGENIC RISK SCORES) FOR SQUIZOPHRENIA, BIPOLAR DISORDER AND MAJOR DEPRESSION DISTINGUISH AFFECTIVE-PSYCHOSIS DIAGNOSTIC CATEGORIES?",Victoria Rodriguez,Research,22-Aug-18,References :,"A newly developed method called polygenic risk score (PRS) allow us summarise individual risks for an illness across associated genetic variants into a quantitative score. The objective of the project is to test whether PRSs for Schizophrenia, Bipolar Disorder and Major Depression Disorder calculated from Bioresource data distinguish between categorical diagnoses extracted from clinical notes"
1616688399-34870,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=25&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Clinical Outcomes of People with Psychosis who Consent for Contact to Participate in Research,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=778,Clinical Outcomes of People with Psychosis who Consent for Contact to Participate in Research,Rashmi Patel,Research,29-Jan-15,References :,"This study will investigate the proportion of adults with a psychotic disorder who have been approached in SLAM's Consent for Contact about research (C4C) programme, the proportion who provide consent, and associations with future clinical outcomes."
1616688162-34775,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=34&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Suicide Among Psychotic and Non-Psychotic Patients: A Case-Control Study,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=563,Suicide Among Psychotic and Non-Psychotic Patients: A Case-Control Study,Javier Lopez-Morinigo,Research,28-May-12,"References :
                            Suicide Completion in Secondary Mental Healthcare: A Comparison Study Between Schizophrenia Spectrum Disorders and All Other Diagnoses 
Lopez-Morinigo, J-D., Fernandes, A. C., Chang, C-K., Hayes, R. D., Broadbent, M., Stewart, R., David, A. S. & Dutta, R. 1 Aug 2014 In: BMC Psychiatry. 14, 1, p. 213.","This study aims to examine demographic, clinical, insight and risk assessment differences between psychotic and non-psychotic patients who carry out suicide."
1616688833-35040,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=8&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Does comorbidity of Post-Traumatic Stress Disorder affect Cognitive Behavioural Therapy outcomes for patients with Obsessive Compulsive Disorder?,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1265,Does comorbidity of Post-Traumatic Stress Disorder affect Cognitive Behavioural Therapy outcomes for patients with Obsessive Compulsive Disorder?,Susannah Pike,Research,20-Sep-18,References :,This project will investigate the effect of co-occurring Post-Traumatic Stress Disorder on treatment outcomes for Obsessive Compulsive Disorder (OCD) over a course of Cognitive Behavioural Therapy. This could potentially have both theoretical and practical implications for the treatment of Obsessive Compulsive Disorder for patients with a trauma history.
1616688025-34721,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=39&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"To assess the prevalence and outcomes of consumption of illicit drugs and or alcohol by (i) inpatients, (ii) those assessed by psychiatric liaison nurses in A&E",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=464,"To assess the prevalence and outcomes of consumption of illicit drugs and or alcohol by (i) inpatients, (ii) those assessed by psychiatric liaison nurses in A&E",Duncan Stewart,Research,12-May-11,References :,"This study aims to assess the prevalence and outcomes of consumption of illicit drugs and or alcohol by (i) inpatients, (ii) those assessed by psychiatric liaison nurses in A&E."
1616688417-34877,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=24&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Co-morbidity and Diagnostic Shifts between Bipolar Disorders and Personality Disorders,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=801,Co-morbidity and Diagnostic Shifts between Bipolar Disorders and Personality Disorders,Farzana Panchbhaya,Research,26-Feb-15,References :,This study will examine the prevalence of co-morbidity in Borderling Personality Disorder and Bipolar Disorder and diagnostic shifts from one disorder to the other over time.
